Unnamed: 0,p,ratio,n,beta,pct,Graph,TTE,rep,Rand,Estimator,TTE_Estimate,Absolute_Bias,Bias_squared,Relative_Bias
7,0.15,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,SNIPE(1),5.910795296114581,-9.838715127267443,96.80031535552126,-0.6246997438511295
8,0.15,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,Lin's,4.586605552170534,-11.162904871211492,124.61044516371724,-0.7087778966537797
9,0.15,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,DM,4.951438011103255,-10.79807241227877,116.59836782081588,-0.6856132109508462
10,0.2,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,Reg,6.52750374664069,-9.222006676741335,85.04540714586177,-0.5855424345794373
11,0.2,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,VIM,7.259120553432341,-8.490389869949684,72.08672014374422,-0.5390891298655663
12,0.2,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,SNIPE(1),1.0709459252086415,-14.678564498173383,215.460255727036,-0.9320013196334856
13,0.2,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,Lin's,4.7312123446712935,-11.018298078710732,121.4028925513206,-0.6995962275978278
14,0.2,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,DM,4.4846532389246185,-11.264857184457409,126.89700738622166,-0.7152512606190846
15,0.25,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,Reg,9.553670405438218,-6.195840017943807,38.38843352795392,-0.3933988963076175
16,0.25,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,VIM,11.671801574129567,-4.077708849252458,16.627709459271806,-0.2589101971829304
17,0.25,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,SNIPE(1),-2.2711008726874606,-18.02061129606949,324.7424314840272,-1.1442013631938517
18,0.25,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,Lin's,4.873045569795149,-10.876464853586876,118.2974877113106,-0.6905906635319576
19,0.25,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,DM,4.349172327327766,-11.40033809605426,129.96770870434605,-0.7238534906538491
20,0.3,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,Reg,13.254314922396286,-2.495195500985739,6.226000588139473,-0.1584300358493254
21,0.3,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,VIM,17.49722693278294,1.7477165094009148,3.0545129972325182,0.1109695769848325
22,0.3,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,SNIPE(1),-13.605551273658484,-29.35506169704051,861.7196472370549,-1.8638713780880083
23,0.3,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,Lin's,4.378516300206284,-11.37099412317574,129.29950734929724,-0.7219903233496163
24,0.3,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,DM,3.376368455933535,-12.37314196744849,153.0946421466351,-0.7856207358089738
25,0.4,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,Reg,20.83732069734674,5.087810273964715,25.88581338386091,0.3230456145742317
26,0.4,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,VIM,24.43015753795737,8.680647114575345,75.35363432778527,0.5511693304248931
27,0.4,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,SNIPE(1),0.8369922680578119,-14.912518155324214,222.3831977328743,-0.9468559818332388
28,0.4,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,Lin's,4.758058367052064,-10.991452056329962,120.81201830660017,-0.6978916652553111
29,0.4,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,DM,3.4911453058746336,-12.258365117507392,150.267515354122,-0.7783330902342455
30,0.5,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,Reg,32.633828039489735,16.884317616107708,285.08018136160507,1.072053490059026
31,0.5,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,VIM,37.66694250142924,21.917432078047213,480.37382889581295,1.3916262467122895
32,0.5,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,SNIPE(1),9.640327150790652,-6.109183272591373,37.32212025811024,-0.3878967096984527
33,0.5,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,Lin's,5.513443384069407,-10.23606703931262,104.7770684333022,-0.6499292209182552
34,0.5,2,10000,1,1,10000-0,15.749510423382024,3,Bernoulli,DM,3.4523857101441964,-12.297124713237828,151.21927621292454,-0.7807940934456782
0,0.1,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,Reg,19.120774878505756,3.371264455123727,11.365424026380682,0.2140551905739675
1,0.1,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,VIM,18.66541383595188,2.915903412569852,8.50249271143651,0.1851424796189757
2,0.1,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,SNIPE(1),24.504435487135048,8.754925063753022,76.64871287193087,0.5558855372898
3,0.1,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,Lin's,5.175948729362271,-10.573561694019755,111.80020689724192,-0.6713581190639452
4,0.1,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,DM,5.008468435656029,-10.741041987725996,115.36998298209282,-0.6819921190553098
5,0.15,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,Reg,15.484893201784926,-0.2646172215970992,0.0700222739657683,-0.0168016157000184
6,0.15,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,VIM,15.274386185318871,-0.4751242380631542,0.2257430415950928,-0.0301675560249654
7,0.15,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,SNIPE(1),18.364993796370864,2.615483372988839,6.840753274381076,0.1660675984636222
8,0.15,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,Lin's,5.0583817156719935,-10.691128707710032,114.30023304482158,-0.6788229233994333
9,0.15,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,DM,5.1974360906456365,-10.552074332736389,111.34627272359413,-0.6699937997482498
10,0.2,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,Reg,19.90936681494726,4.159856391565233,17.304405198446123,0.2641260762867543
11,0.2,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,VIM,17.938275158299934,2.1887647349179087,4.790691064820263,0.1389735094030876
12,0.2,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,SNIPE(1),32.602892061092895,16.853381637710868,284.03647262632984,1.0700892398972617
13,0.2,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,Lin's,5.232736766166422,-10.516773657215603,110.60252815710406,-0.6677524173451258
14,0.2,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,DM,5.277191583315438,-10.472318840066588,109.6694618880136,-0.6649298015333341
15,0.25,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,Reg,20.135749215153623,4.386238791771598,19.23909073844197,0.2785000088167632
16,0.25,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,VIM,17.435111857652235,1.6856014342702093,2.8412521952137864,0.1070256400965793
17,0.25,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,SNIPE(1),36.95729884374232,21.207788420360288,449.7702896827679,1.3465681059440933
18,0.25,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,Lin's,5.06835896776237,-10.681151455619656,114.08699641788589,-0.678189427384499
19,0.25,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,DM,5.105979272443761,-10.643531150938264,113.2847553609932,-0.6758007623612651
20,0.3,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,Reg,21.35277635130469,5.603265927922665,31.39658905901905,0.3557739750185472
21,0.3,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,VIM,19.930018866064213,4.180508442682188,17.476650839337047,0.2654373583877074
22,0.3,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,SNIPE(1),32.6611599806975,16.91164955731547,286.00389074944854,1.073788905349598
23,0.3,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,Lin's,5.140621852396612,-10.608888570985414,112.54851671158494,-0.6736011651025834
24,0.3,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,DM,5.11579203726316,-10.633718386118865,113.0759667152824,-0.675177710307226
25,0.4,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,Reg,18.98985450526928,3.2403440818872564,10.499829769021767,0.2057425275313053
26,0.4,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,VIM,17.734778953994745,1.98526853061272,3.941291138641186,0.1260527138459714
27,0.4,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,SNIPE(1),26.54152949634766,10.792019072965635,116.46767567125404,0.6852288599995843
28,0.4,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,Lin's,5.481398445832996,-10.26811197754903,105.43412358348584,-0.6519638834172771
29,0.4,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,DM,4.770991579460663,-10.978518843921362,120.52787600633644,-0.6970704833861021
30,0.5,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,Reg,11.688013902481543,-4.061496520900482,16.49575398928672,-0.2578808110041761
31,0.5,2,10000,1,1,10000-0,15.749510423382024,4,Bernoulli,VIM,14.215179159851852,-1.5343312635301736,2.354172426246099,-0.0974208862551229
