Unnamed: 0,p,ratio,n,beta,rho,Graph,TTE,rep,Rand,Estimator,TTE_Estimate,Absolute_Bias,Bias_squared,Relative_Bias
31,0.5,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,VIM,15.645406372334596,3.702791607822279,13.710665690959098,0.3100486518936529
32,0.5,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,SNIPE(2),17.91233307009702,5.969718305584703,35.63753664803309,0.4998669406404887
33,0.5,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,Lin's,3.986203697759664,-7.956411066752652,63.30447706314408,-0.66622018909923
34,0.5,2,10000,2,1,10000-0,11.942614764512316,2,Bernoulli,DM,3.967903642132183,-7.974711122380135,63.59601748541343,-0.6677525215061885
0,0.1,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,Reg,-0.9090525431055372,-12.851667307617854,165.16535258569354,-1.0761183845439612
1,0.1,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,VIM,-2.74981222779065,-14.692426992302966,215.8674109241528,-1.2302521082704403
2,0.1,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,SNIPE(2),-9.571294328695071,-21.51390909320739,462.8482844707916,-1.8014404313816048
3,0.1,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,Lin's,4.155770384283262,-7.786844380229056,60.63494540190483,-0.6520217334119992
4,0.1,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,DM,4.69046760890687,-7.252147155605447,52.593638366556185,-0.607249526054824
5,0.15,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,Reg,4.829143199121093,-7.113471565391224,50.60147771162947,-0.5956376979126067
6,0.15,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,VIM,5.007818859177999,-6.934795905334318,48.09139424864162,-0.5806765136510291
7,0.15,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,SNIPE(2),1.240325957137514,-10.702288807374805,114.53898571645998,-0.8961428479780522
8,0.15,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,Lin's,3.9591731110612702,-7.983441653451047,63.73534063405719,-0.668483561671434
9,0.15,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,DM,4.249551627109873,-7.6930631374024445,59.183220436060346,-0.6441690776346995
10,0.2,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,Reg,6.271381824488148,-5.6712329400241694,32.16288306001518,-0.4748736396384763
11,0.2,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,VIM,7.279287837890561,-4.663326926621756,21.74661802455551,-0.3904778826558913
12,0.2,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,SNIPE(2),3.576351356688515,-8.366263407823801,69.99436340909152,-0.7005386653418894
13,0.2,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,Lin's,3.75278628610312,-8.189828478409197,67.0732905057623,-0.6857651058749221
14,0.2,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,DM,3.5540686533016395,-8.388546111210678,70.36770585990779,-0.7024044798076704
15,0.25,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,Reg,10.563964348975952,-1.3786504155363648,1.9006769682585916,-0.1154395785781391
16,0.25,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,VIM,11.087254075649769,-0.8553606888625502,0.7316419080514165,-0.0716225638797517
17,0.25,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,SNIPE(2),9.98644914991299,-1.9561656145993265,3.826583911740761,-0.1637970957927995
18,0.25,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,Lin's,3.748360433787072,-8.194254330725245,67.14580403660943,-0.686135699116295
19,0.25,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,DM,3.3500982248666102,-8.592516539645707,73.83134048408505,-0.7194836900524093
20,0.3,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,Reg,13.22118268643432,1.2785679219220023,1.634735930967948,0.1070592953999729
21,0.3,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,VIM,13.97733929387398,2.0347245293616627,4.14010391038604,0.1703751288543511
22,0.3,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,SNIPE(2),13.022676633488244,1.0800618689759265,1.1665336408157714,0.0904376378433765
23,0.3,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,Lin's,3.748285940712682,-8.194328823799635,67.14702487255352,-0.6861419367012677
24,0.3,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,DM,3.0157748218618865,-8.926839942650432,79.68847136169916,-0.7474778445652194
25,0.4,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,Reg,13.985567484766218,2.0429527202539006,4.173655817192812,0.171064106189255
26,0.4,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,VIM,14.872688147651946,2.9300733831396286,8.58533003058331,0.245346052009179
27,0.4,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,SNIPE(2),12.653372539128702,0.7107577746163845,0.5051766141776352,0.059514418628692
28,0.4,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,Lin's,3.653385255547029,-8.289229508965288,68.71132585230092,-0.694088327591113
29,0.4,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,DM,2.773383291034823,-9.169231473477495,84.07480581421028,-0.7677741980528437
30,0.5,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,Reg,12.838072656773496,0.8954578922611773,0.8018448368128303,0.0749800533566606
31,0.5,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,VIM,13.180924624862609,1.2383098603502898,1.5334113102407545,0.1036883366639229
32,0.5,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,SNIPE(2),12.870871355491618,0.9282565909793004,0.8616602986965122,0.0777264116178
33,0.5,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,Lin's,3.4819340071945097,-8.460680757317807,71.58311887724781,-0.7084445847201623
34,0.5,2,10000,2,1,10000-0,11.942614764512316,3,Bernoulli,DM,2.0831532374851296,-9.859461527027188,97.20898160292928,-0.825569753478505
0,0.1,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,Reg,16.631247990983763,4.688633226471445,21.98328153237204,0.3925968742124881
1,0.1,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,VIM,13.97287940201912,2.030264637506802,4.1219744983106255,0.1700016853545144
2,0.1,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,SNIPE(2),25.31168439558685,13.369069631074534,178.7320228005194,1.1194424248533037
3,0.1,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,Lin's,3.6579332293494136,-8.284681535162903,68.63594813906916,-0.6937075086589057
4,0.1,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,DM,3.5207682979337083,-8.421846466578609,70.9274979066226,-0.7051928436647115
5,0.15,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,Reg,15.212249643582956,3.2696348790706384,10.690512242435268,0.2737788117210658
6,0.15,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,VIM,13.900336662846996,1.957721898334679,3.832675031219139,0.163927409276575
7,0.15,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,SNIPE(2),27.26982880503847,15.327214040526153,234.923490244102,1.283405212572981
8,0.15,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,Lin's,3.852051804424293,-8.090562960088025,65.45720901114831,-0.6774532311072505
9,0.15,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,DM,3.9668602542434,-7.975754510268917,63.612660008074975,-0.6678398882938942
10,0.2,2,10000,2,1,10000-0,11.942614764512316,4,Bernoulli,Reg,18.88054761140344,6.937932846891119,48.13491218797071,0.580939181552377
